Title,Content,"Accession Number","Permanent Location","Display Location","Alternative Name",Unidentified,"Primary Materials",Markings,"Dimensions (cm)",Function,Condition,"Associated Instruments",Manufacturer,"Date of Manufacture",Provenance,"Previous Accession Number(s)","Additional Information and References",Owner,"Current Status","Examined By","Used at UofT","Donated to UTSIC","Date Last Examined","Date Last Updated","Historical Notes","NOT publically visible (if clicked, also set visibility to","Notes (private)",Themes,Permalink,"Publication Status"
"Telescope Tripod","<p>This is a wooden telescope tripod. It has four wooden legs which consist of two wooden rods with a wooden piece sliding between them. This can be slid out and fixed in place via a screw knob on a metal bracket at the base of the legs in order to extend the length of the legs. Each leg ends in a metal section that is roughly rectangular and then narrows to a point. Each one of these has a triangular bracket on the external side.</p>
<p>Each leg is attached at the top to a triangular metal section, painted black, and hinged. This allows the legs to be widened or narrowed to stand the tripod up. When the legs are closed, there are two leather belts that can be belted around the three legs of the tripod to keep them together. A leather carrying handle is affixed to both these belts.</p>
<p>Emerging from the top of the metal triangular section that holds the legs together there is a metal support tube. This rotates and can be fixed in place by means of a black metal screw. Affixed to the top of the tube there is a metal loop. This is split and has a screw across the gap that allows it to be loosened and tightened around a cylindrical object, such as a telescope. The angle of this loop can be adjusted.</p>

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2019.ast.245,"MPL-A Corner",,,0,"Wood, Metal: Iron Alloy, Leather, Metal: Copper Alloy.",,"Height = 112, Width = 12, Length = 14.","This tripod is for supporting a small telescope about 6.5cm in diameter.","Very Good: The wooden of the tripod is in very good condition, with a few small nicks and marks. Metal components of the tripod are painted black and this is in good condition; paint is worn off on the tips of the metal tripod feet, where the metal underneath is slightly rusty, and on knobs and edges, particularly the exterior and edges of the metal loop. The brass screw that tightens the loop is slightly oxidized. The leather straps are in fair condition; one is intact, one is broken. They are dry and delicate.",,,"Mid 20th Century","This artifact was kept at the David Dunlap Observatory until 2009. Upon the sale of the Observatory in that year, it was moved to the University of Toronto's Department of Astronomy &amp;amp; Astrophysics at the St George Campus. In 2017 it was moved to a new storage location in McLennan Physical Laboratories.",,,"University of Toronto Department of Astronomy and Astrophysics","In storage","Victoria Fisher",1,0,2019-09-06,2019-11-22,,,"A broken portion of belt stored on MPL-A 2.A.5",,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=14134,pending
"Hogg Air Sextant","<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2017.ast.40,,,,0,,,,,,,,,,,,,,,0,0,2017-03-29,2017-03-29,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=10261,draft
Unknown,"<!-- wp:paragraph -->
<p>The object has been broken into parts. Two of those parts remain in the collection. They do not fit together, indicating that there may be additional parts that have gone missing. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>220.1 One end is an uneven glass tube with thick walls that is jagged at the edges, indicating that it has been broken off from something. The tube becomes broader towards the broken end. At the other, narrower end, it is fitted into a short length of brass tubing, which is screwed onto another tube attached to a stopcock. Beyond this there is a narrower tube, a broad collar and a still narrower section of metal that narrows to a stubbed point. A length of thick wire is twisted around tube above the collar.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>220.2 It is another length of glass tube fitted into a section of brass tubing. The glass section is even in width in the exterior, but uneven on the interior. The glass is broken roughly at the end. The brass tube ends in a large brass hook, likely to hang the apparatus. </p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.220.1-2,"MPL 7.B.4",,,1,"Glass, Metal: Copper Alloy","On object 1, on the old tag: ""PHY 368A'
Inscribed into the handle of the stopcock, barely readable:
""Golaz""

On object 2, on the old tag: ""PHY368B""","height 1 = 25cm; diameter 1 = 5.2cm; height 2 = 19cm; diameter 2 = 3.5cm",,"Poor. The object is broken and parts appear to be missing. The glass is significantly warped and damaged. The brass sections are in relatively good condition, but the surface across the length is scratched. There is evidence of solder below the collar on 220.1, possibly indicating a repair. ",,"L. Golaz, Paris",1878-1919,"Department of Physics, University of Toronto",,,UTSIC,"In storage","Ely Fish",,,2017-04-10,2021-05-24,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/unknown-64/,publish
"Crookes Tube","<!-- wp:paragraph -->
<p>The object is an enclosed glass tube with two smaller tubes extending horizontally off the main body. One end of this tube is broad, concluding in a flat end. In the trunk of the main tube, at one end, there is a small circular metal plate. This is connected to a metal cap which extends outside the glass and ends in a metal loop. The small tube closest to this end of the main tube is long and empty, with a broader section about half way along its length, and concluding in a point. Above the broad section, it has a secondary tube coming off it, with a thick piece of metal wire that extends along its length and is connected to an metal cap on the outside of the tube, with a loop identical to that attached to the main tube. The second tube, closer to the broad end of the main tube, consists of a thin metal wire that extends along its length from the closed end of the tube, culminating in a Maltese cross that extends into the main tube of the apparatus. The cross is on a hinge allowing it to stand up or lay mostly flat.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.215,"MPL 7.B.4",,,,"Glass, Metal: Iron Alloy","Old Cataloguing number: ""PHY 70""","Length = 21, Width = 7.5, Height = 16.5","The Crookes tube is used to demonstrate the fluorescent properties of high-velocity electrons when they interact with glass. The cross casts a shadow to indicate that the electrons are flowing towards it rather than away from it. The cross can be laid flat. When this is done, the unexposed shadow on the glass glows more brightly than the surrounding area, demonstrating that over time the glass glows less.","Excellent. The tube shows no sign of damage or wear..",,,"Early 20th Century","Department of Physics, University of Toronto",,,UTSIC,,"Ely Fish",,,2017-04-07,2017-04-07,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/crookes-tube/,publish
"Unidentified Glass Apparatus","<!-- wp:paragraph -->
<p>The object is a glass tube. On the left side is a large bowl which drains into a spherical glass chamber. A thin pipe leads out of this chamber and into another, longer, narrower container. Two tubes lead out of this chamber.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.217,"MPL 7.B.4",,,,Glass,,"l = 22cm; w = 5cm; h = 16cm",,"Very Good. Slightly dirty in one of the chambers.",,,,,,,UTSIC,,"Ely Fish",,,2017-04-10,2017-04-10,,,,a:0:{},https://utsic.mikethicke.com/?post_type=wpm_instrument&p=10383,draft
"Gyroscope Demonstration Apparatus","<p>A brass gyroscope spinner is attached to an aluminum bracket. The bracket has plastic pulleys at either end.</p>

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2019.ph.824,,,,0,"Copper alloy, Aluminum alloy.",,"Height = 11, Width = 11, Length = 53.","This instrument was designed to demonstrate the conservation of angular momentum.","Good: This apparatus is a hybrid incorporating parts of an older gyroscope of the same type as 2019.ph.823. Both the earlier brass component and the newer parts have superficial scuffs and scratches.",2019.ph.823,"Newton &amp;amp; Co., London.","Mid-to-Late 20th century.","This instrument was acquired from the Undergraduate Laboratories and Demonstrations facility of the University of Toronto Department of Physics on June 6, 2016.",,,,,"Erich Weidenhammer",1,0,2019-02-11,2019-02-11,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=12974,pending
Gyroscope,"<p>A wooden box contains a brass instrument and a number of smaller accessories and components.</p>
<p>Instrument consists of a circular base supporting a narrow stem. This base supports a brass consisting of two concentric frames that are attached at their axes (a three-axis gimbal). The central frame holds a circular brass rotor. The central frame is braced to the based by two springs that are attached at either axis. </p>
<p>The wooden box also contains the following pieces:<br />
- 3 cylindrical brass weights of different sizes are placed in a wooden frame attached to the interior of the case. This frame also holds a brass nut and a steel stem.<br />
- Two brass crews, one larger with a smooth head, one smaller with a slotted head.<br />
- One small (~3cm) brass component that includes a screw with a knurled head.<br />
- One small (~4.5 cm) component that includes a steel pin with a hole drilled through one end.<br />
- One irregular piece of wood (8cm long) with a cord attached to it.</p>

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2019.ph.823,"MPL 8.B.1",,,0,"Copper alloy, Wood, Iron Alloy.","On a green label inside to door of the wooden case: ""Newton &amp;amp; Co.,  Opticians and Scientific Instrument Makers // To his Majesty the King &amp;amp; H. R. H. The Prince of Wales, // 3, Fleet St., London.""

Engraved on the base: ""Newton &amp;amp; Co., 3. Fleet St. London""","(Box) Height = 27, Width = 15, Length = 20.","This instrument was designed to demonstrate the conservation of angular momentum.","Very Good: The instrument appears to be intact. There is some damage to the varnish on the brass, especially around the base. The rim of the gyroscope rotor is worn. The wooden case has superficial dents and scuffs, but is structurally sound.",,"Newton &amp;amp; Co., London","Early 20th c.","This instrument was acquired from the Undergraduate Laboratories and Demonstrations facility of the University of Toronto Department of Physics on June 6, 2016. 

This instrument was catalogued during the 1978 inventory as ""PHY 194"" on 19 January 1978. At that point its location was recorded as ""78-104A"".","PHY 194",,,,"Erich Weidenhammer",1,0,2019-02-08,2019-02-08,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=12955,pending
"Gyroscope Demonstration Instrument","<p>This instrument is contained inside a wooden box with a brass-coloured handle on the top. The box is hinged on the side and is opened with a key. The instrument is fitted into a semi-circular wooden cut-out that sits to the back of the box; the inside of this is lined with green felt. There are wooden slots, also lined with green felt, affixed to the top of the box into which the arms of the instrument can be fitted. There are other wooden fixtures for storing other components in the box. </p>
<p>The instrument itself is made wholly of metal and stands on a circular metal base with a single support tube rising from the centre. This supports a metal rod fixed to a central axel that allows it to tilt. At either end of this are gyroscopic wheels with metal rods on two sides. These are fitted to short metal rods with pointed ends that allow the rods to rotate. independently of the central rods. Also connected to the centre support, and just below the gyroscope component, there is a bracket that holds out a narrow rod horizontally and perpendicular to the main rod that supports the gyroscope wheels.</p>
<p>Also in the box are two short lengths of wood with cotton string wound around them; these are different in length and width. There are two stacks of three circular weights piled on top of one another. These have a vertical rod through the centre which is connected at the top to a horizontal metal strip that has two hooks affixed to the top of it. There is also a metal component consisting of a metal disc with a short length of metal rod emerging from the centre of the disk, and a piece of wire in the shape of a hook attached to the top of this.</p>

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2019.ast.248,MPL-A,,,0,"Metal: Copper Alloy, Metal: Iron Alloy, Wood, Cotton (String).","On a paper stick stuck to the rear of the interior of the box: ""NEWTON &amp;amp; CO
Opticians and Scientific Instrument Makers
To His Majesty The King &amp;amp; H.R.H. The Prince of Wales
3. FLEET STREET LONDON""

Engraved on the round base of the instrument: ""NEWTON &amp;amp; Co
3. FLEET ST. LONDON""","Box: Height = 27, Width = 22.5, Length = 35.5.","This gyroscope instrument was likely used for physics experiments as a teaching or demonstration tool. A gyroscope is a device for measuring or maintaining orientation, based on the principles of angular momentum. In physics, angular momentum, a moment of momentum, or rotational momentum is a measure of the amount of rotation an object has, taking into account its mass, shape, and speed.","Very Good: The box is in good condition, with only a few small nicks and marks on the surface. At some of the joins, the wood is coming apart. There is a split in the wood through the middle of the door which extends from the base of the door to near to the top. The interior of the box is marked and stained on the base. There are scratches on both sides where the ends of the instrument have scraped along the sides of the box. 

The gyroscope is in excellent condition. Its surface is very slightly marked, with some signs of corrosion on the main support rod. 

The components in the box are in good condition, with the paint on the weights worn off in many places. At least one of the wooden sections is a replacement for an original. The attached string is yellowed and frayed.",,"Newton &amp;amp; Co., London","c. 1901-1936",,"AST46, DAA-0014","This artifact may have been used for teaching at the Department for the Astronomy &amp;amp; Astrophysics or at the David Dunlap Observatory. If the former, it was probably moved at some point to the Observatory for storage. The sphere was kept at the David Dunlap Observatory until 2009. Upon the sale of the Observatory, it was moved to the University of Toronto's Department of Astronomy &amp;amp; Astrophysics at the St George Campus. In 2017 it was moved to a new storage location in McLennan Physical Laboratories.","University of Toronto Department of Astronomy &amp;amp; Astrophysics","In storage","Victoria Fisher",1,0,2019-09-06,2019-11-22,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=14137,pending
"Tall-Case Clock","<!-- wp:paragraph -->
<p>2019.ast.32.1: This is a solid walnut wood tall case or grandfather clock, with a dark varnish and highly ornamented pediment on the clock's head. A pediment is carved with the initials C.A.C (Clarence Augustus Chant) in an Arts & Crafts style. The rear of the clock is plain and undecorated.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The clock's face is metal (tin?) painted beige and is hand-painted with a 12-hour dial with Arabic numbers around the rim. In the centre of the face there is a small ridged disk, also painted beige, and hand-painted around the rim with numbers 1-12. The face has three metal hands fixed to a rod in the centre of the face.The face is protected by a glass window hinged on the left; this is decorated with wood carving depicting foliage. There is a round hole in the face with the end of a square peg visible beyond it.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The body is decorated by long raised rectangular mouldings. The base of the case is broad and square. A set of two identical keys connected by a paperclip (2014.ast.32.2) open and close locks on the right hand side of the clock. This allows the clock to be locked or unlocked for maintenance. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The interior of the case is open from the top to the base of the clock. On the right hand side there is an open wooden box which contains wooden gears and pulleys, including a wheel wrapped with a length of string. Affixed to the front of this there are some metal components. There are three holes in the back of the case in a line just below this box. Below this, there are a series of slightly curved scratches.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>On the other side of the case interior and affixed to the wall, there is a small wooden container for a cylindrical object, which is empty. Just above this, there are two paper labels written by C.A. Chant. The tags state the clock maker's name and location of fabrication and date. The second tag, located below the first, records its refurbishing.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Two cylindrical brass weights with loops at one end (2014.ast.32.3 and 2014.ast.32.4) have been removed from the clock, along with two wooden pulleys (2014.ast.32.5 and 2014.ast.32.6) a long rod component (2014.ast.32.7). The winding key (2014.ast.32.8), which is silver coloured and has a square peg slot on one end, is also kept separately.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2014.ast.32.1-8,"MPL-A Rear Wall (clock); MPL-A 3.B.3 (other items)","In storage","Grandfather Clock",0,"Wood, Metal: Copper Alloy, Glass, Metal: Tin, Natural Fibres (String)","Carved on the pediment: ""C. A. C."" ""1896"" ""1896""
 
Painted on the face: ""H. B. CHANT""
""CLINTON""

There are two labels glued to upper-left interior panel. The first label states: ""The first works and the case were made by Herman B. Chant in 1896. New works and the striking part were made in 1920-21- being completed in June 1921"", signed ""C.A. Chant, 201 Madison Ave., Toronto, June 1921"".

The second label reads: ""In February 1940 the works were reconditioned by Jerry Smith, Richmond Hill"".","Length = 50.5cm, Width = 26.5cm, Height = 232cm","The tall-case clock was the clock in the Director's House at the David Dunlap Observatory (Elms Lea). The clock served as a functional house clock until the 1950's, during Dr. C.A Chant's tenure as Director.","Good: The overall condition of the clock's case is very good. The clock's varnish shows natural lightening from age, and exposure to light. The original varnish would have been much darker to suit the choice of walnut wood. The wood of the clock does not have any odor or water-damage, it is dry and shows no signs of warping. The clock head is in overall good condition. The left oval ornament on the face carving is loose, and can be rotated. There is moderate wear, where the varnish has been removed, along the ridge of right-side molding on door. The varnish is worn in three locations on the left upper and lower molding ridges.

The interior of the case is in poor condition. Several key components of the clock are missing, including the pendulum and some mechanical elements. The string has been cut and is dangling beneath the mechanism box. The natural fibre of the string is fraying in places. There appears to be some water damage inside the case.

Other components:
2014.ast.32.2 (Keys): The keys are oxidized over their surfaces, although less so on their ends. The paperclip that links them is also oxidized.
2014.ast.32.3-4 (weights): The clock weights are stored separately from the clock. Both have spots of corrosion around their bodies and around the base. One (2014.ast.32.3) is badly dented on one side of its base.
2014.ast.32.5-6 (pulleys): The two wooden pulleys are worn and dirty, but in good condition. The metal sections are oxidized and dulled, but not corroded.
2014.ast.32.7 (rod): This component has a brass section, which has small spots of corrosion on its surface, and a narrower iron section; this is badly rusted along its length.
2014.ast.32.8 (winding key): The winding key has spots of rust over its surface, moreso on the handle than on the key portion, where a shiny surface has been worn off.",,"Herman B. Chant, Clinton, Ontario",1896,"The first owner of the tall-case clock was Dr. Clarence Augustus Chant, director of the David Dunlap Observatory. It appears to have been in his possession in 1921 where it was likely located at 201 Madison Ave., Toronto. It was then used by Chant as furnishing for the Director's House at the Observatory, a 19th century farmhouse called Elms Lea, from the mid-1930s. 

The clock remained as a personal furnishing of the Observatory Director's House, Elms Lea, until it was transferred to the Department of Astronomy after Dr. Chant's retirement. Since then, it has remained at the Department of Astronomy. In 2017, the clock was moved to a new storage location at the McLennan Physical Laboratories Building, on U of T's St. George campus.",,,"University of Toronto","In storage","Victoria Fisher, Melanie Mundle",1,0,2019-09-12,2019-09-12,"The clock was made in 1896 for Dr. Clarence Augustus Chant, first director of the David Dunlap Observatory, and was a gift from Chant's brother, clockmaker Herman B. Chant, who lived in Clinton, Ontario. It appears to have been in Chants possession in 1921, and then it was then used by Chant as furnishing for the Director's House at the Observatory in Richmond Hill, a 19th century farmhouse called Elms Lea, from the mid-1930s. Following Chant's retirement, the clock was given or bequeathed to the Department of Astronomy at the University of Toronto.",,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=6446,draft
Globe,"<p>This is a large globe, painted black, on a heavy tripod base. Affixed to the top there is a metal bracket with a metal ball hanging from the top. The base has three iron legs, two of which have adjustable screw feet. These join together with a cylindrical section into which there is a large rod which supports the globe and allows it to rotate freely on a vertical axis.</p>
<p>The globe is large, and painted black. Lighter coloured markings indicating the equator and longitude lines indicate an axis different from that which the globe rotates at. Other markings are visible underneath the paint, perhaps indicating original paper covering and gores.</p>
<p>Affixed to the top of the globe is a metal bracket in the shape of an inverted 'u'. Hanging from the top of the centre of the 'u' is a metal ball on a black length of string. This hangs about 10cm above the surface of the top of the globe.</p>

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2019.ast.282,"MPL (Astronomy Library)",,,0,"Metal: Iron Alloy, Metal: Copper Alloy, Wood(?)","Printed on a sticker affixed to the base: ""UNIVERSITY OF TORONTO
ASTRONOMY
DAVID DUNLAP OBSERVATORY""

Written on a sticker affixed to the base of the globe: ""AST22""

Painted in silver on the base: ""G10""",,"This globe was likely modified following its original purchase for mathematical demonstrations on a sphere, possibly in an astronomical context.","Good: The metal base is in good condition, with very little sign of corrosion. However, one of the screw feet adjusters is missing. 

The globe was likely modified by being painted black. The edges of paper gores underneath the paint are faintly visible. The equator and longitude markings are not very clearly marked and appaer to have been formed by the application of a narrow tape, which has since been removed, and has torn off the black paint surface. In other places, similar damage has occurred. In some places, this has been caused by the application of 'invisible' tape that has been removed; in places, some of the tape is still applied.

The bracket is firmly attached but there are small cracks in the sealant used to fix the bracket to the surface of the globe.",,,"Early 20th Century","This globe was likely purchased for teaching by the Department of Physics or the Department of Astronomy &amp;amp; Astrophysics at the University of Toronto. In the 2000s, it was found in a room in the McLennan Physical Laboratories building on the U of T St George campus, and moved to the Astronomy Library for storage and display.",,,"University of Toronto Department of Astronomy &amp;amp; Astrophysics","On display","Victoria Fisher",1,0,2019-12-03,2019-12-03,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=14732,pending
Barometer,"<!-- wp:paragraph -->
<p>The artefact is a barometer mounted on a wooden stand. Attached to the wooden stand is a handwritten paper label. The barometer itself is contained in a circular glass and metal case attached to the stand.  Filling the top of the case is a readout, with a needle displaying the instrument's measurement.  There is a coiled mercury receiver behind the dial in the centre of the device.  The components of the device are mounted on a brass backing plate.  The device is functional.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2015.ph.702,"SS 601 13.B.3",,,0,"Wood, metal, glass.","Underside of barometer case: ""THE CHICAGO LABORATORY SCALE AND SUPPLY CO., CHICAGO""

Paper label: ""CALORIMETER PHY 200""

Dial: ""3 4 5 6 7 8 9 29 1 2 3 4 5 6 7 8 9 30 1 2 3 4 5 6 7 8 9 31 1 2 3 4 5 6"", ""720 5 730 5 740 5 750 5 760 5 770 5 780 5 790 5 800 5""","length = 28 cm, height = 24.5 cm, width = 20 cm","The device was used to measure atmospheric pressure.","The device is in very god condition.  There is a sticky residue on the front of the wooden stand.  The device is functional.",,"The Chicago Laboratory Scale and Instrument Co.",,"The artefact was acquired from the University of Toronto physics department.",,,UTSIC,"In Collection","Quinn Harrington",1,1,2015-04-14,2015-04-14,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=7409,draft
"Beckman Quartz Spectrophotometer","<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2010.ph.293,,,,0,,,,,,,,,,,,,,,0,0,2019-01-07,2019-01-07,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=12758,draft
"Oertling Chemical Balance","<!-- wp:paragraph -->
<p>A German descendant; Ludwig Oertling is an instrument maker that started his own company in England in 1847. His company grew due to several people, this includes George Makins whom he help to develop the first prototype ‘Assay Balance’ and also Edward Wilds whom he joined partnership with. After many years of success , his son took over the company in which was sold W & T Avery in 1925.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2015.ch.12,"Lash Miller Chemistry Building",N/A,,0,,"White paint on the base of the balance",,,,,"Oertling Ltd.",~1941,,,,,"On display",,0,0,2016-02-16,2016-02-16,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=7708,draft
"30° Arthroscope","<!-- wp:paragraph {""placeholder"":""A general description of the object...""} -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=15332,draft
"70° Arthroscope","<!-- wp:paragraph {""placeholder"":""A general description of the object...""} -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2020.jac.1,,,"70 degree arthroscope",,,,,,,,,,,,,,,,,,,,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=15331,draft
"Constant Deviation Wavelength Spectroscope","<p>This is a spectroscope coated in a mottled grey-green paint with the collimator and eyepiece set at right angles to one another. The spectroscope sits on a metal base consisting of one foot affixed to an arched section into which a roughly rectangular rail could be inserted; no rail is present. There are two round holes in the top of this. One pillar supports the instrument.</p>
<p>The spectroscope has a metal body and consists of two tubes at right angles to one another, joining at a box. This box can be lifted off to reveal a four-sided prism sitting on a platform. The prism is fixed in place by a bracket and a screw. The platform is connected via an arm to a mechanism that emerges from the box. A metal rotating drum cut with a spiral indentation around its length which is labelled with decimal numbers from 0.9 to 0.39, can be turned to press against this arm and slightly adjust the platform on which the prism sits. A small metal strip engraved with an arrow and attached to a needle underneath runs in the drum as an indicator.</p>
<p>The eyepiece tube emerges from the prism casing with an arched section sitting on a support arm with an adjustment knob underneath. On top of this, there is a round opening covered in a window, behind which is visible part of a scale with a red indicator line on the window glass. This arched section ends in a short section of tubing with a screw tightener on the top. Into this is inserted a plastic tube with a metal end with the eyepiece lens at the other end. The other tube, the collimator tube, also emerges from the prism casing as an arched section sitting on top of a support arm; this converts directly into a tube. Underneath the arched section, there is an adjustment knob. At the end of this, there is a disk-shaped black section with a hole in the end. Just inside of this there are two metal plates next to one another creating a narrow slit. Supported over the slit with a series of narrow metal rods there is a small right-angled prism. Just above the slit opening, there is a small knurled knob, and just below it a round opening with numbers visible inside. Sitting vertically on the top of the disk there is knob with a knurled end and a scale around the rim, and next to this a small adjustment arm.</p>

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2019.ph.847,"MPL 20.C.1",,"Spectrograph, Spectrometer, Spectroscope",0,"Metal: Iron Alloy, Plastic, Glass.","On a plate fixed to the side of the prism cover: ""HILGER &amp;amp; WATTS
D187.3
63302
MADE IN ENGLAND""

Scratched into the paint surface on the prism cover and base of the instrument: ""1216""

Just above the small knurled knob at the collimator/slit: ""1 DIV. = .005 MM.""
Just below the slit: ""HILGER""
""F.1497""","Height = 39, Width = 44, Length = 48.","This spectroscopy uses a prism to split light into its spectrum of constituent colours for direct viewing or photography. This can be analyzed for numerous purposes, including the chemical makeup of materials or light produced or reflected by materials. A manual for the instrument (&amp;lt;a  href=http://physics-astronomy-manuals.wwu.edu/Hilger%20&amp;amp;%20Watts%20Spectrometer%20Manual.pdf&amp;gt;reproduced here&amp;lt;/a&amp;gt;) lists that ""together with appropriate accessories"" the spectroscope can be used for the analysis of Raman spectroscopy, absorption spectrophotometry, spectrometry in the infrared monochromatic radiation in the ultraviolet, and measurement of wavelength.

This instrument was very likely used in conjunction with a Thin Film Measuring Interference Microscope (2019.ph.846) for determining the thickness of a thin material by measuring the difference in optical path length by directing reflected light through the spectroscope.","Excellent: The surface of the instrument is in very good condition, with some marks on the base where the paint has been chipped off or damaged. The paint on the tubes over the instrument is in very good condition, aside from some brown marks on the surface, perhaps residue from tape. The rotating drum is in very good condition, although the knurled knob is dirty. The main prism is present and fully intact, as is the prism suspended in front of the collimator slit. The rods holding this smaller prism in place are rusted all over.",,"Hilger &amp;amp; Watts Ltd., England","c. 1948-1968","This item was collected by Erich Weidenhammer in September 2019 from the Second Year Lab (rm 221) at the Department of Physics in the McLennan Physical Laboratories building. It was collected alongside related instrument 2019.ph.846.1-2, which was likely used in conjunction with.",,"Harvard University's Collection of Scientific Instruments contains an example of &amp;lt;a href=http://waywiser.fas.harvard.edu/objects/1882/constant-deviation-wavelength-spectrometer?ctx=e9b5d3ee-ae37-4f53-9f20-a4cd9390cacd&amp;amp;idx=0&amp;gt;this spectrocope&amp;lt;/a&amp;gt; as integrated with a thin-film measuring interference microscope via an accessory rail. [17/09/19]",UTSIC,"In Storage","Victoria Fisher",1,0,2019-09-17,2019-11-22,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=14265,pending
